x_interp,y_interp,y_err,y_lo,y_hi
6.333333333,1.000159858,0.004034012985,0.99577517,1.003901042
10.36363636,0.9991668899,0.004426769891,0.994720811,1.003681268
14.3939394,1.000222915,0.004005228349,0.9965033334,1.004464204
18.42424243,1.001496511,0.003695230127,0.997991979,1.005114937
22.45454546,1.001420803,0.003405147408,0.9981430348,1.004669907
26.48484849,1.000061519,0.002691944962,0.9974429613,1.002976701
30.51515152,0.9981065678,0.003635355704,0.9943703582,1.001781258
34.54545455,0.9961513884,0.003914424863,0.9921369375,1.000203731
38.57575758,0.9938709774,0.003581555909,0.9898104586,0.9973743646
42.60606061,0.9904178983,0.003887630243,0.9859921665,0.9944408539
46.63636364,0.9850370121,0.003817031207,0.9809009832,0.9883509285
50.66666667,0.9786242119,0.003351164074,0.9749700067,0.9815841816
54.69696971,0.9734453633,0.003637803667,0.9696791509,0.9762927963
58.72727274,0.9717435993,0.003774646812,0.9683003369,0.9746828865
62.75757577,0.9736410562,0.003372693489,0.9702719516,0.9766084687
66.7878788,0.976703737,0.00347991707,0.9725497323,0.9798865619
70.81818183,0.9783610819,0.003637121866,0.9739754898,0.9817551853
74.84848486,0.9774031102,0.003394278188,0.9734723692,0.9807654593
78.87878789,0.9750169593,0.003642060124,0.9715078744,0.9786172432
82.90909092,0.9726328284,0.003869704551,0.9690294339,0.9763474593
86.93939395,0.9712009821,0.003385778839,0.9680042369,0.9743013823
90.96969699,0.9704123304,0.003225812043,0.9675436119,0.9731924581
95.00000002,0.9697537167,0.003458610144,0.966052254,0.9725863712
99.03030305,0.9689830743,0.003251455314,0.9654885366,0.9718786153
103.0606061,0.9689426963,0.003419996614,0.9651428836,0.9719704411
107.0909091,0.9707459661,0.003855890301,0.9667458463,0.9739435363
111.1212121,0.9751150607,0.003524901475,0.9716182024,0.9785738169
115.1515152,0.9803579096,0.003209934141,0.9770191403,0.9836561851
119.1818182,0.9838623835,0.003496419098,0.9803005977,0.9872348075
123.2121212,0.9833851276,0.003350132719,0.9799235468,0.9863537636
127.2424243,0.9803234173,0.003221824035,0.9768007861,0.9832296033
131.2727273,0.978140912,0.003731957812,0.97447986,0.9816442239
135.3030303,0.980121701,0.003798809395,0.9763522303,0.9834564678
139.3333334,0.9861352782,0.003507562093,0.982903358,0.9891352601
143.3636364,0.9932178179,0.003660335319,0.9892818999,0.996611819
147.3939394,0.9983752648,0.003549233457,0.9947842241,1.002091911
151.4242425,1.0004482,0.003076568157,0.9978326712,1.003530482
155.4545455,1.000488226,0.00326339501,0.9978409317,1.004149333
159.4848485,0.9996749504,0.003415516094,0.9970579891,1.003255524
163.5151515,0.9988715236,0.003253884003,0.9959607399,1.002137988
167.5454546,0.9983835593,0.003774484389,0.9948069868,1.001995619
171.5757576,0.998454721,0.003996723758,0.9944269833,1.002244383
175.6060606,0.9989429821,0.003463848416,0.9956061093,1.00225138
179.6363637,0.9996122899,0.003015943846,0.9964715007,1.002471001
183.6666667,1.000372121,0.003615645947,0.9962718584,1.003770806
