x_interp,y_interp,y_err,y_lo,y_hi
7.666666667,1.00618683,0.001996705735,1.004016551,1.008038595
12.54545455,1.004574642,0.002105914666,1.002439071,1.006587491
17.42424242,1.005583225,0.001983945231,1.003708812,1.007663173
22.3030303,1.006967352,0.001986921859,1.00510109,1.00891777
27.18181818,1.006837971,0.001799379968,1.005199919,1.008545017
32.06060606,1.005504092,0.00158898814,1.003948597,1.007223957
36.93939394,1.004112399,0.002200710896,1.001862653,1.006320682
41.81818181,1.003638177,0.002295611715,1.00128865,1.005939207
46.69696969,1.003356709,0.001970595074,1.00112927,1.005280454
51.57575757,1.001578375,0.002017285806,0.9992742051,1.003684592
56.45454545,0.9967332897,0.001971954305,0.9946157693,0.9984334513
61.33333333,0.989448752,0.001728296406,0.9875868176,0.9909802168
66.2121212,0.982175213,0.001861888589,0.9802496039,0.9836498792
71.09090908,0.9773662786,0.001932500956,0.9756131153,0.9788678525
75.96969696,0.9757566242,0.001751037753,0.9739873269,0.9772955477
80.84848484,0.9760093443,0.001842822913,0.9737896678,0.977686691
85.72727272,0.9766693492,0.001931320295,0.9743340495,0.9784756616
90.60606059,0.9767299945,0.001777965365,0.9746542769,0.9784894143
95.48484847,0.9759747226,0.001867432513,0.9741625762,0.9777984428
100.3636363,0.9742680233,0.00197307549,0.9724343985,0.9761634545
105.2424242,0.971791034,0.001740312718,0.9701193148,0.9733935327
110.1212121,0.9695557798,0.001696043012,0.9680412407,0.9710423562
115,0.9687089232,0.001833805095,0.9667463542,0.9702108376
119.8787879,0.9701276002,0.001700739708,0.9683466768,0.9716074341
124.7575757,0.9736108403,0.00172097143,0.9717000223,0.9751539501
129.6363636,0.9786881467,0.001901495837,0.9767206353,0.9802482782
134.5151515,0.9847967622,0.001783510966,0.9829885091,0.9865520063
139.3939394,0.9908045654,0.00181894472,0.9888800049,0.9927781629
144.2727273,0.9953624527,0.002070172888,0.9932881346,0.9973333791
149.1515151,0.997288837,0.002060392138,0.9951443672,0.9991568889
154.030303,0.9970520074,0.002439440814,0.99437563,0.9992589047
158.9090909,0.9960567059,0.003141247612,0.9930179427,0.9990381977
163.7878788,0.9956486897,0.003133003905,0.9924816915,0.9985031314
168.6666666,0.9960024182,0.00245601176,0.9937144336,0.9980980505
173.5454545,0.996320446,0.002021979521,0.9941797155,0.9981595003
178.4242424,0.9957999189,0.00188220062,0.9938854321,0.9978025052
183.3030303,0.9944312046,0.001659578282,0.9929996678,0.9961552949
188.1818182,0.993160627,0.00173980645,0.9917138226,0.9951327787
193.060606,0.992983197,0.001807055438,0.9915897646,0.9948985718
197.9393939,0.9941772596,0.001671881219,0.9926430326,0.9958749058
202.8181818,0.9957585104,0.001857906585,0.9939608305,0.997556455
207.6969697,0.9966221649,0.001950496109,0.994652622,0.9984686734
212.5757575,0.996454855,0.001712227211,0.9948033119,0.9980823314
217.4545454,0.995677609,0.001556638797,0.9940508998,0.9971476988
222.3333333,0.9945953949,0.001920114597,0.9924179212,0.9964002909
