x_interp,y_interp,y_err,y_lo,y_hi
6.833333333,0.9972137141,0.00232301996,0.994688755,0.9993681061
11.18181818,0.9979375939,0.002412313212,0.9954767002,1.000286663
15.53030303,0.998502367,0.002267867846,0.9963635136,1.000942311
19.87878788,0.9987646346,0.002232236184,0.9966442432,1.000960773
24.22727273,0.9986313079,0.002037812446,0.9967151719,1.000608738
28.57575758,0.998319777,0.001649620715,0.9966869444,1.00006813
32.92424243,0.998165754,0.002199295965,0.9959115252,1.000392677
37.27272728,0.9984621867,0.002341812093,0.9960525926,1.000883949
41.62121213,0.9990796175,0.002152696738,0.9966268507,1.00116737
45.96969698,0.999648836,0.002348915262,0.9969805057,1.002079447
50.31818183,0.9998292804,0.002302958525,0.9973459165,1.001832628
54.66666667,0.9998078136,0.002020231105,0.9976142601,1.001598769
59.01515152,1.000208939,0.002191796013,0.9979237797,1.001913968
63.36363637,1.001646677,0.002279535226,0.999572741,1.003414277
67.71212122,1.003951115,0.002096752009,1.001788339,1.005789558
72.06060607,1.006007572,0.002256172418,1.003294893,1.008078894
76.40909092,1.00665396,0.002372393343,1.003777212,1.00887971
80.75757577,1.005498123,0.002155816106,1.002990067,1.007677591
85.10606062,1.003504401,0.002219527352,1.001334902,1.005656691
89.45454547,1.001774154,0.002334328541,0.9996054079,1.004011196
93.80303032,1.00086915,0.002045919914,0.9989129523,1.002714607
98.15151517,0.9999352658,0.001953402413,0.9982102173,1.001621235
102.5,0.9978889489,0.002094762149,0.9956470993,0.9996045911
106.8484849,0.9940645546,0.00196837701,0.9919583882,0.995818256
111.1969697,0.9894680762,0.002068706715,0.9871668983,0.9913020649
115.5454546,0.9855234163,0.002330720111,0.9831017051,0.9874578593
119.8939394,0.9834221944,0.002139535523,0.9812982085,0.9855291774
124.2424243,0.9829225417,0.001990571954,0.9808087541,0.9849754157
128.5909091,0.9832362935,0.002200990648,0.9809816096,0.9853424492
132.939394,0.9836206023,0.00209620569,0.9814288617,0.9854591138
137.2878788,0.9837883777,0.001930535306,0.9817400557,0.9856505143
141.6363637,0.9837112122,0.002168374024,0.9815683773,0.9857085323
145.9848485,0.9833632113,0.002212716943,0.9811814301,0.9852821385
150.3333334,0.982710813,0.002089139669,0.9808066864,0.9845019952
154.6818182,0.9817140935,0.002223423883,0.9793244616,0.9837625753
159.0303031,0.9803487419,0.002161544821,0.9781631527,0.9826161801
163.3787879,0.9791126224,0.001895253169,0.9774976128,0.9810096267
167.7272728,0.9791329019,0.002054688195,0.9775103458,0.9814511214
172.0757576,0.9815671852,0.00216054336,0.9799005832,0.983846122
176.4242425,0.9869607948,0.002003654152,0.9851770579,0.9889598749
180.7727273,0.9947803115,0.002226408265,0.992667233,0.9969127222
185.1212122,1.004344118,0.002333824629,1.001985872,1.006555203
189.469697,1.01298728,0.002114751398,1.01101209,1.015031219
193.8181819,1.019975211,0.002122526615,1.017793597,1.021959737
198.1666667,1.026135526,0.002763225786,1.023001936,1.028732941
