#TYPE=EXOPLANET
#OBSCODE=VVIA
#SECONDARY_OBSCODES=
#SOFTWARE=EXOTIC v3.1.0
#DELIM=,
#DATE_TYPE=BJD_TDB
#OBSTYPE=CCD
#STAR_NAME=WASP-2
#EXOPLANET_NAME=WASP-2 b
#BINNING=1x1
#EXPOSURE_TIME=60.0
#COMP_STAR-XC={"ra": "307.682328013", "dec": "6.42645641169", "x": "2169", "y": "1311"}
#NOTES=ASI294MM Astrodon R E-series
#DETREND_PARAMETERS=AIRMASS, AIRMASS CORRECTION FUNCTION
#MEASUREMENT_TYPE=Rnflux
#FILTER=N/A
#FILTER-XC={"name": "N/A", "desc": "Custom", "fwhm": [{"value": "610.0", "units": "nm"}, {"value": "690.0", "units": "nm"}]}
#PRIORS=Period=2.15222163 +/- 7.9e-07,Rp/R*=0.1283 +/- 0.00097,a/R*=7.81 +/- 0.13,inc=84.49 +/- 0.17,ecc=0.013,u0=1.884 +/- 0.015,u1=-3.091 +/- 0.059,u2=3.424 +/- 0.077,u3=-1.217 +/- 0.032
#PRIORS-XC={"Period": {"value": "2.15222163", "uncertainty": "7.9e-07", "units": "days"}, "Rp/R*": {"value": "0.1283", "uncertainty": "0.00097"}, "a/R*": {"value": "7.81", "uncertainty": "0.13"}, "inc": {"value": "84.49", "uncertainty": "0.17", "units": "degrees"}, "ecc": {"value": "0.013", "uncertainty": null}, "u0": {"value": "1.884", "uncertainty": "0.015"}, "u1": {"value": "-3.091", "uncertainty": "0.059"}, "u2": {"value": "3.424", "uncertainty": "0.077"}, "u3": {"value": "-1.217", "uncertainty": "0.032"}}
#RESULTS=Tc=2460161.93435 +/- 0.001,Rp/R*=0.1592 +/- 0.0015,a/R*=7.76 +/- 0.13,Am1=0.9674 +/- 0.0082,Am2=0.0278 +/- 0.0034
#RESULTS-XC={"Tc": {"value": "2460161.93435", "uncertainty": "0.001", "units": "BJD_TDB"}, "Rp/R*": {"value": "0.1592", "uncertainty": "0.0015"}, "a/R*": {"value": "7.76", "uncertainty": "0.13"}, "Am1": {"value": "0.9674", "uncertainty": "0.0082"}, "Am2": {"value": "0.0278", "uncertainty": "0.0034"}, "Duration": {"value": "0.078", "uncertainty": "0.0018", "units": "days"}}
# EXOTIC is developed by Exoplanet Watch (exoplanets.nasa.gov/exoplanet-watch/), a citizen science project managed by NASA's Jet Propulsion Laboratory on behalf of NASA's Universe of Learning. This work is supported by NASA under award number NNX16AC65A to the Space Telescope Science Institute.
# Use of this data is governed by the AAVSO Data Usage Guidelines: aavso.org/data-usage-guidelines
#DATE,DIFF,ERR,DETREND_1,DETREND_2
2460161.83200308,0.9994706,0.0082126,1.1245387,0.9981412
2460161.83270862,0.9929251,0.0082127,1.1251171,0.9981573
2460161.83341016,1.001872,0.0082128,1.1256897,0.9981731
2460161.83411124,0.9917615,0.0082129,1.1262742,0.9981894
2460161.83481215,0.9975718,0.008213,1.1268963,0.9982066
2460161.83551375,1.0089116,0.0082131,1.1275286,0.9982242
2460161.83621416,1.000091,0.0082132,1.1282055,0.9982429
2460161.83691472,0.9992618,0.0082133,1.1288861,0.9982618
2460161.83761614,1.0003447,0.0082134,1.1295847,0.9982812
2460161.83831853,0.9869509,0.0082135,1.1302903,0.9983008
2460161.8390188,0.9967623,0.0082136,1.1310338,0.9983214
2460161.83972036,1.0013073,0.0082137,1.1318307,0.9983435
2460161.84042137,1.002001,0.0082139,1.1326157,0.9983653
2460161.84112288,0.9840156,0.008214,1.1334059,0.9983872
2460161.84182326,0.9979413,0.0082141,1.1342421,0.9984104
2460161.84252398,0.9948358,0.0082143,1.1351156,0.9984346
2460161.84322468,1.0065926,0.0082144,1.1359828,0.9984587
2460161.84392544,1.000876,0.0082146,1.1368707,0.9984833
2460161.84462675,1.0041694,0.0082147,1.1377991,0.9985091
2460161.84532683,1.0125295,0.0082148,1.1387279,0.9985349
2460161.8460279,0.9982017,0.008215,1.1396784,0.9985612
2460161.84672835,0.9887016,0.0082152,1.1406971,0.9985895
2460161.84742871,1.0006729,0.0082153,1.1416908,0.9986171
2460161.84813036,0.9930233,0.0082155,1.1427186,0.9986456
2460161.84883157,0.9997521,0.0082157,1.1437766,0.998675
2460161.84953288,0.9903066,0.0082158,1.1448766,0.9987055
2460161.8502337,1.0018879,0.008216,1.1459544,0.9987354
2460161.8509352,0.993271,0.0082162,1.1470752,0.9987665
2460161.85163602,1.0082387,0.0082164,1.1482125,0.9987981
2460161.85233698,0.9997127,0.0082166,1.1493691,0.9988302
2460161.85303789,1.0021508,0.0082168,1.1505896,0.9988641
2460161.85373875,0.9993809,0.0082169,1.1517988,0.9988976
2460161.85443963,0.9903107,0.0082171,1.1530129,0.9989313
2460161.85514083,0.9855468,0.0082173,1.1542701,0.9989662
2460161.85584175,1.0115796,0.0082175,1.1555616,0.9990021
2460161.85654202,0.9931019,0.0082178,1.1569074,0.9990394
2460161.85724309,0.9910795,0.008218,1.1582263,0.999076
2460161.85794416,0.9924674,0.0082182,1.1595673,0.9991133
2460161.85864468,0.9990798,0.0082184,1.160939,0.9991514
2460161.85934534,1.0068393,0.0082186,1.1623251,0.9991899
2460161.86004654,0.9970793,0.0082189,1.1637954,0.9992307
